Màu Mắt,Kiểu Mắt,Màu Tóc Tự Nhiên,Màu Da,Kiểu Mũi,Kiểu Tóc,Kiểu Môi,Râu Tóc Lông,Kiểu Khuôn Mặt,Chủng Tộc
Xám,Nhỏ,Nâu,29,Thấp,Xoăn,Dày,Rậm,Dô
Xám,To,Vàng,24,Thấp,Xoăn,Mỏng,Rậm,Dô
Đen,Nhỏ,Đen,25,Lỗ mũi to,Thẳng,Mỏng,Thưa,Bẹt
Nâu,Nhỏ,Nâu,26,Gãy,Thẳng,Dày,Thưa,Bẹt
Lam,Vừa,Nâu,30,Cao,Lượn sóng,Vừa,Thưa,Dài
Đen,To,Nâu,28,Cao,Xoăn,Vừa,Rậm,Dô
Vàng,To,Nâu,36,Thấp,Xoăn,Dày,Rậm,Bẹt
Nâu,Nhỏ,Nâu,14,Cao,Lượn sóng,Mỏng,Rậm,Dô
Nâu,Nhỏ,Nâu,27,Gãy,Thẳng,Vừa,Rậm,Ngắn
Nâu,Nhỏ,Nâu,21,Gãy,Lượn sóng,Vừa,Rậm,Bẹt
Đen,Nhỏ,Nâu,27,Cao,Thẳng,Mỏng,Rậm,Ngắn
Nâu,Nhỏ,Nâu,20,Cao,Thẳng,Mỏng,Rậm,Dô
Nâu,To,Vàng,37,Gãy,Thẳng,Mỏng,Rậm,Dài
Nâu,Nhỏ,Nâu,25,Cao,Thẳng,Vừa,Rậm,Dài
Đen,To,Đen,18,Lỗ mũi to,Lượn sóng,Mỏng,Thưa,Dô
Đen,Nhỏ,Đen,17,Thấp,Thẳng,Mỏng,Thưa,Dô
Đen,Nhỏ,Nâu,31,Lỗ mũi to,Thẳng,Mỏng,Rậm,Ngắn
Nâu,To,Đen,19,Gãy,Thẳng,Dày,Rậm,Bẹt
Nâu,Vừa,Nâu,19,Thấp,Xoăn,Vừa,Rậm,Bẹt
Nâu,To,Đen,28,Lỗ mũi to,Thẳng,Mỏng,Thưa,Dô
Nâu,Nhỏ,Đen,19,Lỗ mũi to,Thẳng,Dày,Thưa,Dài
Nâu,Nhỏ,Nâu,13,Thấp,Xoăn,Vừa,Rậm,Dài
Nâu,Nhỏ,Đen,21,Lỗ mũi to,Xoăn,Dày,Rậm,Bẹt
Nâu,Nhỏ,Nâu,7,Thấp,Lượn sóng,Vừa,Thưa,Dô
Xám,To,Nâu,19,Thấp,Thẳng,Vừa,Rậm,Dô
Đen,To,Nâu,17,Cao,Thẳng,Dày,Thưa,Ngắn
Nâu,Nhỏ,Nâu,22,Cao,Xoăn,Vừa,Rậm,Bẹt
Đen,To,Đen,30,Cao,Xoăn,Vừa,Thưa,Ngắn
Đen,Nhỏ,Nâu,15,Cao,Lượn sóng,Vừa,Thưa,Bẹt
Đen,Nhỏ,Nâu,23,Cao,Xoăn,Mỏng,Thưa,Bẹt
Nâu,Nhỏ,Nâu,21,Cao,Thẳng,Vừa,Rậm,Bẹt
Lam,Vừa,Đen,21,Gãy,Thẳng,Vừa,Rậm,Ngắn
Đen,Nhỏ,Nâu,20,Thấp,Xoăn,Vừa,Thưa,Dô
Lục,Nhỏ,Đen,23,Thấp,Xoăn,Vừa,Thưa,Bẹt
Lam,Nhỏ,Vàng,23,Gãy,Lượn sóng,Mỏng,Thưa,Bẹt
Nâu,To,Nâu,22,Thấp,Xoăn,Mỏng,Thưa,Bẹt
Nâu,Nhỏ,Nâu,21,Gãy,Thẳng,Mỏng,Rậm,Bẹt
Đen,Vừa,Đen,29,Lỗ mũi to,Xoăn,Mỏng,Thưa,Bẹt
Nâu,Nhỏ,Nâu,21,Lỗ mũi to,Xoăn,Vừa,Thưa,Ngắn
Đen,Vừa,Vàng,17,Thấp,Thẳng,Mỏng,Thưa,Bẹt
Nâu,Nhỏ,Vàng,20,Gãy,Lượn sóng,Vừa,Thưa,Bẹt
Đen,To,Đen,15,Thấp,Xoăn,Mỏng,Thưa,Dài
Nâu,To,Đen,19,Gãy,Xoăn,Vừa,Rậm,Dô
Nâu,Nhỏ,Đen,16,Gãy,Thẳng,Mỏng,Rậm,Bẹt
Đen,Nhỏ,Đen,28,Lỗ mũi to,Xoăn,Vừa,Thưa,Dài
Nâu,To,Vàng,30,Gãy,Lượn sóng,Vừa,Thưa,Bẹt
Nâu,Nhỏ,Nâu,21,Cao,Thẳng,Vừa,Rậm,Ngắn
Đen,To,Đen,29,Cao,Thẳng,Vừa,Thưa,Dài
Nâu,Nhỏ,Đỏ,22,Cao,Lượn sóng,Dày,Thưa,Dài
Đen,Nhỏ,Đen,33,Thấp,Xoăn,Mỏng,Rậm,Bẹt
Nâu,Nhỏ,Đen,19,Thấp,Lượn sóng,Mỏng,Rậm,Dài
Nâu,Vừa,Vàng,6,Cao,Lượn sóng,Mỏng,Thưa,Dô
Đen,Nhỏ,Nâu,19,Thấp,Xoăn,Mỏng,Rậm,Dô
Xám,Vừa,Nâu,22,Thấp,Thẳng,Dày,Rậm,Dô
Nâu,Nhỏ,Nâu,15,Thấp,Xoăn,Mỏng,Thưa,Dài
Đen,To,Đen,24,Thấp,Thẳng,Vừa,Rậm,Dô
Nâu,Vừa,Nâu,20,Thấp,Lượn sóng,Mỏng,Rậm,Dài
Nâu,Nhỏ,Đen,19,Thấp,Xoăn,Vừa,Rậm,Dài
Nâu,Nhỏ,Nâu,41,Thấp,Xoăn,Vừa,Rậm,Bẹt
Đen,Nhỏ,Nâu,11,Cao,Xoăn,Vừa,Rậm,Ngắn
Đen,Nhỏ,Nâu,24,Lỗ mũi to,Xoăn,Mỏng,Thưa,Bẹt
Đen,Nhỏ,Nâu,22,Cao,Xoăn,Dày,Rậm,Dô
Nâu,Nhỏ,Nâu,38,Thấp,Lượn sóng,Vừa,Rậm,Dài
Đen,Nhỏ,Vàng,17,Cao,Thẳng,Vừa,Rậm,Bẹt
Lam,Nhỏ,Đen,21,Gãy,Xoăn,Dày,Thưa,Dô
Nâu,To,Nâu,34,Cao,Xoăn,Vừa,Thưa,Ngắn
Nâu,To,Đen,26,Lỗ mũi to,Thẳng,Vừa,Thưa,Bẹt
Nâu,To,Nâu,22,Thấp,Xoăn,Mỏng,Thưa,Dài
Đen,To,Đen,27,Gãy,Thẳng,Dày,Rậm,Ngắn
Đen,To,Nâu,19,Thấp,Thẳng,Vừa,Rậm,Dài
Nâu,To,Đen,27,Thấp,Thẳng,Mỏng,Rậm,Bẹt
Đen,Nhỏ,Đen,19,Gãy,Thẳng,Vừa,Rậm,Dài
Nâu,Nhỏ,Đen,19,Lỗ mũi to,Xoăn,Dày,Rậm,Ngắn
Đen,To,Nâu,39,Cao,Xoăn,Mỏng,Thưa,Bẹt
Nâu,To,Đen,21,Cao,Thẳng,Mỏng,Rậm,Ngắn
Nâu,To,Đen,24,Lỗ mũi to,Xoăn,Dày,Rậm,Dài
Nâu,Nhỏ,Nâu,16,Cao,Lượn sóng,Dày,Thưa,Bẹt
Nâu,Vừa,Nâu,24,Lỗ mũi to,Lượn sóng,Dày,Rậm,Ngắn
Đen,To,Vàng,13,Cao,Thẳng,Mỏng,Thưa,Bẹt
Đen,Nhỏ,Đỏ,19,Gãy,Xoăn,Mỏng,Rậm,Dài
Tím,To,Đen,22,Thấp,Thẳng,Vừa,Thưa,Ngắn
Xám,Nhỏ,Nâu,24,Lỗ mũi to,Lượn sóng,Mỏng,Rậm,Bẹt
Nâu,Vừa,Đen,27,Lỗ mũi to,Xoăn,Mỏng,Thưa,Bẹt
Lam,Nhỏ,Nâu,18,Cao,Xoăn,Mỏng,Thưa,Dô
Nâu,Vừa,Nâu,19,Lỗ mũi to,Xoăn,Dày,Rậm,Bẹt
Đen,Nhỏ,Nâu,26,Gãy,Thẳng,Dày,Thưa,Dài
Nâu,To,Nâu,26,Cao,Lượn sóng,Dày,Rậm,Bẹt
Lam,To,Nâu,24,Cao,Xoăn,Vừa,Thưa,Dài
