Màu Mắt,Kiểu Mắt,Màu Tóc Tự Nhiên,Màu Da,Kiểu Mũi,Kiểu Tóc,Kiểu Môi,Râu Tóc Lông,Chủng Tộc
Vàng,To,Đen,6,Cao,Thẳng,Mỏng,Thưa,Au
Đen,To,Đen,23,Thấp,Thẳng,Mỏng,Rậm,A
Xám,Nhỏ,Đen,19,Cao,Lượn sóng,Dày,Thưa,Au
Đen,To,Đen,25,Thấp,Xoăn,Vừa,Rậm,Phi
Xám,To,Đen,16,Thấp,Xoăn,Mỏng,Rậm,Au
Đen,To,Đen,11,Cao,Lượn sóng,Mỏng,Thưa,Au
Đen,To,Đen,13,Cao,Thẳng,Mỏng,Rậm,Au
Đen,To,Đen,29,Thấp,Thẳng,Mỏng,Rậm,Au
Đen,Nhỏ,Vàng,15,Cao,Lượn sóng,Dày,Rậm,Phi
Đen,Nhỏ,Đen,28,Thấp,Xoăn,Mỏng,Thưa,A
Đen,To,Đen,12,Cao,Lượn sóng,Vừa,Thưa,Au
Đen,Nhỏ,Vàng,23,Thấp,Thẳng,Dày,Rậm,A
Đen,To,Đen,21,Thấp,Xoăn,Dày,Thưa,Phi
Xám,Vừa,Đen,17,Cao,Thẳng,Vừa,Thưa,Au
Đen,To,Đen,24,Thấp,Thẳng,Mỏng,Rậm,Au
Đen,To,Đen,17,Cao,Xoăn,Mỏng,Thưa,Au
Đen,To,Đen,20,Cao,Thẳng,Vừa,Rậm,A
Đen,Nhỏ,Đen,21,Thấp,Xoăn,Mỏng,Rậm,A
Lam,To,Đen,20,Thấp,Xoăn,Vừa,Thưa,Au
Đen,To,Đen,20,Thấp,Thẳng,Dày,Thưa,Au
Đen,To,Đen,26,Cao,Xoăn,Mỏng,Rậm,Phi
Đen,To,Đen,17,Thấp,Thẳng,Vừa,Rậm,Au
Đen,To,Đen,30,Thấp,Xoăn,Vừa,Thưa,Phi
Đen,Vừa,Đen,24,Cao,Thẳng,Dày,Thưa,Phi
Đen,Nhỏ,Đen,23,Thấp,Thẳng,Mỏng,Rậm,Uc
Lam,To,Đen,1,Thấp,Thẳng,Mỏng,Thưa,Au
Đen,Nhỏ,Đen,27,Cao,Thẳng,Dày,Rậm,Phi
